"city","date","id","tmax","tmin","prcp","year","month","day","daily_Cd","daily_Ca","Cd_cumsum","prcp_cumsum","Ca_cumsum","diff_Ca_Cd","diff_Ca_Cd_cumsum","lat","long","alt","bloom_doy","is_bloom","doy"
"Azmoos",2017-04-02,"GME00128830",17.1,6.5,0,"2017",4,2,-0.75,4.55,-303.277714932469,505.8,111.95,3.8,-84.5277149324687,47.076869,9.479753,480,92,1,92
"Azmoos",2018-04-14,"GME00128830",19.7,1.9,0,"2018",4,14,-3.05,5.85,-324.942411938986,770.1,113.25,2.8,-53.9924119389858,47.076869,9.479753,480,104,1,104
"Birmensdorf",1984-04-26,"GME00129514",19.5,-0.6,0,"1984",4,26,-3.7089552238806,5.75,-296.976667273456,360,66.35,2.0410447761194,-104.626667273456,47.342472,8.444342,500,117,1,117
"Birmensdorf",1985-04-23,"GME00129514",11.5,5.4,0.5,"1985",4,23,-1.3,1.75,-344.424569050202,319.8,79.5,0.450000000000001,-134.774569050202,47.342472,8.444342,500,113,1,113
"Birmensdorf",1987-04-25,"GME00129514",21,1.7,0,"1987",4,25,-3.15,6.5,-315.566780986773,382.3,79.55,3.35,-100.266780986773,47.342472,8.444342,500,115,1,115
"Birmensdorf",1988-04-24,"GME00129514",10.6,-1,0,"1988",4,24,-3.54310344827586,1.3,-357.825355271286,515.2,72.45,-2.24310344827586,-182.175355271286,47.342472,8.444342,500,115,1,115
"Birmensdorf",1989-04-05,"GME00129514",8.6,3.4,0,"1989",4,5,-2.3,0.3,-309.793002404399,357.2,82.8,-2,-119.593002404399,47.342472,8.444342,500,95,1,95
"Birmensdorf",1990-03-31,"GME00129514",14.2,5,0,"1990",3,31,-1.5,3.1,-340.347282728696,332.3,120.1,1.6,-83.1472827286962,47.342472,8.444342,500,90,1,90
"Boudry",2004-04-17,"SZE00116090",17.2,5,0.8,"2004",4,17,-1.5,4.6,-370.766597289892,411.6,102.05,3.1,-200.366597289892,46.949492,6.834386,450,108,1,108
"Boudry",2005-04-13,"SZE00116090",13.3,3.3,0,"2005",4,13,-2.35,2.65,-236.679294690918,363.7,108.9,0.3,26.5707053090818,46.949492,6.834386,450,103,1,103
"Boudry",2006-04-23,"SZE00116090",20.7,8.7,1.3,"2006",4,23,0,6.7,-236.66809534485,476.9,106.75,6.7,18.6319046551499,46.949492,6.834386,450,113,1,113
"Boudry",2007-04-11,"SZE00116090",20,3.7,0,"2007",4,11,-2.15,6,-356.287598504767,371.3,131.3,3.85,-1.98759850476703,46.949492,6.834386,450,101,1,101
"Boudry",2008-04-11,"SZE00116090",11.2,2.8,5.3,"2008",4,11,-2.6,1.6,-345.652158641069,323.9,79.05,-1,-151.152158641069,46.949492,6.834386,450,102,1,102
"Boudry",2009-04-14,"SZE00116090",21,6.1,0,"2009",4,14,-0.950000000000001,6.5,-272.270436169775,315.1,107.05,5.55,-34.1204361697749,46.949492,6.834386,450,104,1,104
"Boudry",2010-04-20,"SZE00116090",18,4,0,"2010",4,20,-2,5,-328.7513275775,400.9,121.6,3,-50.9513275774998,46.949492,6.834386,450,110,1,110
"Boudry",2011-04-05,"SZE00116090",17.2,1.3,0,"2011",4,5,-3.35,4.6,-299.130278198411,263.3,109.4,1.25,-46.5802781984107,46.949492,6.834386,450,95,1,95
"Boudry",2012-04-03,"SZE00116090",17.9,9.9,9.9,"2012",4,3,0,5.9,-334.698503403233,246.2,128.6,5.9,-60.9485034032329,46.949492,6.834386,450,94,1,94
"Boudry",2013-04-25,"SZE00116090",22.7,6.1,0,"2013",4,25,-0.949999999999999,7.35,-299.901484571861,585.3,99.3,6.4,-41.8014845718615,46.949492,6.834386,450,115,1,115
"Boudry",2014-04-06,"SZE00116090",18.3,7,0,"2014",4,6,-0.5,5.15,-333.933700162173,504.9,118.6,4.65,-36.7837001621733,46.949492,6.834386,450,96,1,96
"Boudry",2015-04-15,"SZE00116090",24,3,0,"2015",4,15,-2.5,8,-318.806818766059,409.5,112.75,5.5,1.69318123394085,46.949492,6.834386,450,105,1,105
"Boudry",2016-04-09,"SZE00116090",7.9,4.6,0,"2016",4,9,-1.65,0,-366.706778096574,331.2,90.5,-1.65,-119.756778096574,46.949492,6.834386,450,100,1,100
"Boudry",2017-04-01,"SZE00116090",15.3,5.6,0,"2017",4,1,-1.2,3.65,-313.05439985216,300,186.05,2.45,-29.6543998521604,46.949492,6.834386,450,91,1,91
"Boudry",2018-04-18,"SZE00116090",22.7,5.8,0,"2018",4,18,-1.1,7.35,-348.716831405306,430.2,116.3,6.25,-57.1168314053059,46.949492,6.834386,450,108,1,108
"Chur",2004-04-10,"GME00131314",8.1,3.3,4.1,"2004",4,10,-2.35,0.0499999999999998,-341.289094097229,400.5,84.25,-2.3,-176.189094097229,46.868244,9.5419,640,101,1,101
"Chur",2006-04-21,"GME00131314",21.3,6.2,0,"2006",4,21,-0.899999999999999,6.65,-202.769988958163,402.4,79.3,5.75,27.8300110418366,46.868244,9.5419,640,111,1,111
"Chur",2007-04-08,"GME00131314",14.9,5.1,0,"2007",4,8,-1.45,3.45,-331.910995560432,310.7,102.15,2,19.8390044395682,46.868244,9.5419,640,98,1,98
"Chur",2008-04-06,"GME00131314",7.4,1.8,4.9,"2008",4,6,-2.8,0,-325.463851203968,273.6,77.35,-2.8,-130.013851203968,46.868244,9.5419,640,97,1,97
"Chur",2010-04-12,"GME00131314",10,1.8,0,"2010",4,12,-3.1,1,-276.095242986238,398,100.65,-2.1,-33.595242986238,46.868244,9.5419,640,102,1,102
"Chur",2011-04-03,"GME00131314",22.2,8.3,6,"2011",4,3,0,7.25,-261.902884499686,353.7,92.9,7.25,-30.7528844996862,46.868244,9.5419,640,93,1,93
"Chur",2012-04-05,"GME00131314",9.7,7.1,5.6,"2012",4,5,-0.449999999999999,0.85,-303.545404700477,332.3,107.95,0.4,-65.8954047004772,46.868244,9.5419,640,96,1,96
"Chur",2013-04-18,"GME00131314",23.9,10.6,12.1,"2013",4,18,0,9.25,-253.265695724216,484.9,81.65,9.25,-38.3156957242164,46.868244,9.5419,640,108,1,108
"Chur",2014-03-25,"GME00131314",8.8,1,0,"2014",3,25,-3.5,0.4,-305.848776931017,297.2,76.05,-3.1,-63.2487769310169,46.868244,9.5419,640,84,1,84
"Chur",2015-04-13,"GME00131314",19,5.7,0,"2015",4,13,-1.15,5.5,-288.155088245508,383.1,88.8,4.35,24.6449117544923,46.868244,9.5419,640,103,1,103
"Chur",2016-04-05,"GME00131314",18.5,8.6,6.7,"2016",4,5,0,5.55,-323.931276304022,391.8,90.95,5.55,-64.981276304022,46.868244,9.5419,640,96,1,96
"Chur",2017-03-30,"GME00131314",20.8,5.7,0,"2017",3,30,-1.15,6.4,-257.916541056314,265.9,100.1,5.25,-52.3665410563137,46.868244,9.5419,640,89,1,89
"Chur",2018-04-10,"GME00131314",21.4,5.6,0,"2018",4,10,-1.2,6.7,-296.261436543162,460.3,91.75,5.5,-41.0614365431621,46.868244,9.5419,640,100,1,100
"Diessenhofen",2005-04-16,"GME00131362",17.4,3.4,13.3,"2005",4,16,-2.3,4.7,-243.608155852812,347.2,128.45,2.4,20.7418441471882,47.690281,8.744,410,106,1,106
"Diessenhofen",2006-04-27,"GME00131362",14.5,10.4,4.5,"2006",4,27,0,4.45,-256.110485463186,469.8,126.85,4.45,7.9395145368141,47.690281,8.744,410,117,1,117
"Diessenhofen",2007-04-15,"GME00131362",25.2,7.4,0,"2007",4,15,-0.300000000000001,8.6,-387.622777874282,289.8,188.4,8.3,3.6272221257181,47.690281,8.744,410,105,1,105
"Diessenhofen",2008-04-15,"GME00131362",9.1,3.1,3,"2008",4,15,-2.45,0.55,-366.931860053458,283.1,97.1,-1.9,-154.431860053458,47.690281,8.744,410,106,1,106
"Diessenhofen",2009-04-16,"GME00131362",19.3,5.9,2.1,"2009",4,16,-1.05,5.65,-306.377390481676,344,121.25,4.6,-58.1773904816765,47.690281,8.744,410,106,1,106
"Diessenhofen",2010-04-22,"GME00131362",16.2,2.2,0,"2010",4,22,-2.9,4.1,-351.246044573406,319.1,141.15,1.2,-80.246044573406,47.690281,8.744,410,112,1,112
"Diessenhofen",2011-04-07,"GME00131362",25.1,5.9,0,"2011",4,7,-1.05,8.55,-297.980874212931,314.5,128.8,7.5,-33.1308742129309,47.690281,8.744,410,97,1,97
"Diessenhofen",2012-04-11,"GME00131362",9.1,0.1,0.8,"2012",4,11,-3.95,0.55,-349.355964696627,363.8,144.7,-3.4,-78.205964696627,47.690281,8.744,410,102,1,102
"Diessenhofen",2013-04-30,"GME00131362",14.9,9.5,0,"2013",4,30,0,4.2,-298.599223944885,512.1,129.65,4.2,-37.6992239448854,47.690281,8.744,410,120,1,120
"Diessenhofen",2014-04-08,"GME00131362",16.2,8,1.4,"2014",4,8,0,4.1,-376.288936866365,388.8,146.6,4.1,-74.538936866365,47.690281,8.744,410,98,1,98
"Diessenhofen",2015-04-16,"GME00131362",22.4,3,0,"2015",4,16,-2.5,7.2,-318.893029899031,339.6,125.8,4.7,9.1569701009686,47.690281,8.744,410,106,1,106
"Diessenhofen",2016-04-11,"GME00131362",19.5,2.2,1.8,"2016",4,11,-2.9,5.75,-375.298570565274,391.3,112.85,2.85,-96.448570565274,47.690281,8.744,410,102,1,102
"Diessenhofen",2017-04-05,"GME00131362",15.7,4.1,0,"2017",4,5,-1.95,3.85,-305.453449606129,235.4,141.2,1.9,-59.4534496061295,47.690281,8.744,410,95,1,95
"Diessenhofen",2018-04-18,"GME00131362",24.3,5.7,0,"2018",4,18,-1.15,8.15,-353.711661140503,440.3,152.65,7,-42.4116611405026,47.690281,8.744,410,108,1,108
"Domat ",1990-03-26,"GME00132694",3.5,-0.2,0,"1990",3,26,-1.65540540540541,0,-216.847556620284,402.8,75.05,-1.65540540540541,-1.89755662028397,46.834311,9.457442,580,85,1,85
"Domat ",1991-04-03,"GME00132694",15,8.5,9.1,"1991",4,3,0,3.75,-186.776439917233,402.4,30.7,3.75,6.12356008276701,46.834311,9.457442,580,93,1,93
"Domat ",1992-04-20,"GME00132694",10.9,4.2,0,"1992",4,20,-1.9,1.45,-275.057043853133,434.9,40,-0.45,-162.657043853133,46.834311,9.457442,580,111,1,111
"Domat ",1993-04-21,"GME00132694",21,11,0.1,"1993",4,21,0,8,-242.505168239496,493.1,72.65,8,-120.305168239496,46.834311,9.457442,580,111,1,111
"Domat ",1994-03-28,"GME00132694",11.8,0.1,0.4,"1994",3,28,-3.95,1.9,-224.187386473601,505.8,51.25,-2.05,-97.6373864736006,46.834311,9.457442,580,87,1,87
"Domat ",1995-04-15,"GME00132694",3.5,0,1.8,"1995",4,15,-1.75,0,-276.412310545313,499.4,45.15,-1.75,-114.462310545313,46.834311,9.457442,580,105,1,105
"Domat ",1996-04-22,"GME00132694",23,11.5,0,"1996",4,22,0,9.25,-181.042225981355,329.9,61.5,9.25,61.5577740186446,46.834311,9.457442,580,113,1,113
"Domat ",1997-04-08,"GME00132694",10.5,-2.5,0,"1997",4,8,-2.99038461538462,1.25,-237.639501986462,384.2,62.85,-1.74038461538462,-84.689501986462,46.834311,9.457442,580,98,1,98
"Domat ",1998-04-06,"GME00132694",10.5,4,1.1,"1998",4,6,-2,1.25,-273.831242428484,437.5,78.75,-0.75,-84.7312424284841,46.834311,9.457442,580,96,1,96
"Domat ",1999-04-13,"GME00132694",6.6,1.7,9,"1999",4,13,-2.45,0,-239.27271280806,544.3,62.8,-2.45,-103.47271280806,46.834311,9.457442,580,103,1,103
"Domat ",2000-04-15,"GME00132694",12,3.6,0,"2000",4,15,-2.2,2,-244.176565203266,521.9,54.35,-0.199999999999999,-93.0265652032659,46.834311,9.457442,580,106,1,106
"Domat ",2001-04-04,"GME00132694",14.9,3,4.9,"2001",4,4,-2.5,3.45,-263.684778460833,514,52.3,0.950000000000001,-108.984778460833,46.834311,9.457442,580,94,1,94
"Domat ",2002-03-31,"GME00132694",13.5,4,0,"2002",3,31,-2,2.75,-176.861221231361,396.4,30.7,0.75,58.7887787686389,46.834311,9.457442,580,90,1,90
"Domat ",2003-04-14,"GME00132694",18,4,0,"2003",4,14,-2,5,-241.289539196885,508.6,74.35,3,-75.0895391968846,46.834311,9.457442,580,104,1,104
"Edlibach",1994-04-27,"GME00129094",17.2,1.9,0,"1994",4,27,-3.05,4.6,-344.238410170637,502.9,163.6,1.55,-94.5384101706374,47.179358,8.573208,750,117,1,117
"Herzogenbuchsee",1971-04-23,"SZ000001940",25.8,13,1.2,"1971",4,23,0,11.4,-304.069825344889,232.9,169,11.4,48.1301746551106,47.18465,7.702511,450,113,1,113
"Herzogenbuchsee",1972-04-25,"SZ000001940",8.3,1.2,0,"1972",4,25,-3.4,0.15,-357.803738398496,256.4,160.2,-3.25,-19.3037383984959,47.18465,7.702511,450,116,1,116
"Herzogenbuchsee",1974-04-08,"SZ000001940",20.3,2.7,0,"1974",4,8,-2.65,6.15,-328.735282683053,261,161.5,3.5,-39.9852826830527,47.18465,7.702511,450,98,1,98
"Herzogenbuchsee",1976-04-22,"SZ000001940",13.8,5.6,0,"1976",4,22,-1.2,2.9,-339.010680853218,255.4,169.95,1.7,-45.8106808532181,47.18465,7.702511,450,113,1,113
"Herzogenbuchsee",1977-04-15,"SZ000001940",8.8,1.5,0.3,"1977",4,15,-3.25,0.4,-256.851694979905,447.8,131.95,-2.85,60.3483050200946,47.18465,7.702511,450,105,1,105
"Herzogenbuchsee",1978-04-30,"SZ000001940",17.8,9.4,10.1,"1978",4,30,0,5.6,-301.488548704313,378.6,135.8,5.6,52.0614512956866,47.18465,7.702511,450,120,1,120
"Herzogenbuchsee",1992-04-26,"SZ000001940",24.5,11.7,1.6,"1992",4,26,0,10.1,-346.954568358007,389.8,173.55,10.1,-33.8545683580069,47.18465,7.702511,450,117,1,117
"Herzogenbuchsee",1993-04-25,"SZ000001940",21.6,10.6,0,"1993",4,25,0,8.1,-315.283616889287,402.7,192.6,8.1,33.1163831107134,47.18465,7.702511,450,115,1,115
"Herzogenbuchsee",1994-04-19,"SZ000001940",11,3,0,"1994",4,19,-2.5,1.5,-305.958851917694,380.6,143.9,-1,-30.1088519176939,47.18465,7.702511,450,109,1,109
"Herzogenbuchsee",1996-04-28,"SZ000001940",20.3,11.3,0.7,"1996",4,28,0,7.8,-269.432590181857,309.8,174.95,7.8,145.167409818143,47.18465,7.702511,450,119,1,119
"Herzogenbuchsee",1997-04-12,"SZ000001940",10.7,0,0,"1997",4,12,-4,1.35,-285.074523240585,391.8,188.8,-2.65,60.1754767594145,47.18465,7.702511,450,102,1,102
"Herzogenbuchsee",1998-04-26,"SZ000001940",21.5,12.2,0.7,"1998",4,26,0,8.85,-344.324959739941,400,220.4,8.85,60.9750402600588,47.18465,7.702511,450,116,1,116
"Herzogenbuchsee",1999-04-27,"SZ000001940",18.6,10,1,"1999",4,27,0,6.3,-302.003434766913,417.9,169.75,6.3,33.1465652330874,47.18465,7.702511,450,117,1,117
"Herzogenbuchsee",2000-04-25,"SZ000001940",20.5,6,0,"2000",4,25,-1,6.25,-312.625217360085,458.5,199.1,5.25,54.5247826399147,47.18465,7.702511,450,116,1,116
"Herzogenbuchsee",2001-04-30,"SZ000001940",17.6,9.9,0,"2001",4,30,0,5.75,-291.667230532157,592.9,176.7,5.75,103.282769467843,47.18465,7.702511,450,120,1,120
"Herzogenbuchsee",2002-04-20,"SZ000001940",13.1,2.4,1.1,"2002",4,20,-2.8,2.55,-270.148335126075,303.8,163.6,-0.25,192.101664873925,47.18465,7.702511,450,110,1,110
"Herzogenbuchsee",2003-04-17,"SZ000001940",21.8,6,0,"2003",4,17,-1,6.9,-282.614741357926,506.1,174.1,5.9,85.085258642074,47.18465,7.702511,450,107,1,107
"Herzogenbuchsee",2004-04-20,"SZ000001940",15.6,3.4,0,"2004",4,20,-2.3,3.8,-355.770210696975,410.7,161.05,1.5,-70.7202106969754,47.18465,7.702511,450,111,1,111
"Herzogenbuchsee",2006-04-25,"SZ000001940",19.2,11.2,20,"2006",4,25,0,7.2,-223.146736400568,437,137.15,7.2,124.753263599432,47.18465,7.702511,450,115,1,115
"Herzogenbuchsee",2007-04-13,"SZ000001940",25.1,8.4,0,"2007",4,13,0,8.75,-303.402564252336,315.7,173.25,8.75,192.947435747664,47.18465,7.702511,450,103,1,103
"Herzogenbuchsee",2008-04-19,"SZ000001940",17,8.2,0.2,"2008",4,19,0,4.6,-347.328800513349,247.9,141.15,4.6,-54.6288005133491,47.18465,7.702511,450,110,1,110
"Herzogenbuchsee",2009-04-15,"SZ000001940",24,7.3,0,"2009",4,15,-0.350000000000001,8,-263.445985503785,345.2,137.25,7.65,50.5040144962155,47.18465,7.702511,450,105,1,105
"Herzogenbuchsee",2010-04-22,"SZ000001940",18.1,2.1,0,"2010",4,22,-2.95,5.05,-273.404888508843,396.1,167.9,2.1,91.3951114911568,47.18465,7.702511,450,112,1,112
"Herzogenbuchsee",2011-04-08,"SZ000001940",21.1,10.1,0,"2011",4,8,0,7.6,-269.614212280288,356.5,153.5,7.6,69.6857877197117,47.18465,7.702511,450,98,1,98
"Herzogenbuchsee",2012-04-06,"SZ000001940",11.5,5.4,0,"2012",4,6,-1.3,1.75,-317.425890862373,286.3,155.35,0.450000000000001,57.3741091376267,47.18465,7.702511,450,97,1,97
"Herzogenbuchsee",2013-04-27,"SZ000001940",12.6,4.5,9.6,"2013",4,27,-1.75,2.3,-276.802674445692,572.4,132.8,0.549999999999999,58.5973255543082,47.18465,7.702511,450,117,1,117
"Herzogenbuchsee",2014-04-06,"SZ000001940",19.8,9.1,0,"2014",4,6,0,6.45,-340.310344005431,397.3,166.05,6.45,47.5396559945692,47.18465,7.702511,450,96,1,96
"Herzogenbuchsee",2015-04-18,"SZ000001940",14.1,5.7,0,"2015",4,18,-1.15,3.05,-305.489563434108,379.1,159,1.9,153.260436565892,47.18465,7.702511,450,108,1,108
"Herzogenbuchsee",2016-04-15,"SZ000001940",12.6,9,13.4,"2016",4,15,0,2.8,-335.699385089963,441.3,162.6,2.8,85.7506149100367,47.18465,7.702511,450,106,1,106
"Herzogenbuchsee",2017-04-01,"SZ000001940",18,6.7,0.1,"2017",4,1,-0.649999999999999,5,-290.268252457401,225.1,158.35,4.35,25.6317475425986,47.18465,7.702511,450,91,1,91
"Herzogenbuchsee",2018-04-19,"SZ000001940",27.1,8.9,0,"2018",4,19,0,10,-297.846758736831,414.4,174.2,10,96.7532412631687,47.18465,7.702511,450,109,1,109
"Hochdorf",2007-04-04,"GME00129634",5,1.4,0.2,"2007",4,4,-1.8,0,-383.531096593135,402.2,86.85,-1.8,-105.981096593135,47.166514,8.28935,490,94,1,94
"Hochdorf",2008-04-23,"GME00129634",14.1,6.1,0.8,"2008",4,23,-0.95,3.05,-386.269551876669,457.4,73.7,2.1,-215.969551876669,47.166514,8.28935,490,114,1,114
"Hochdorf",2009-04-15,"GME00129634",21.2,1.8,0,"2009",4,15,-3.1,6.6,-275.332559657175,387.1,89.7,3.5,-79.082559657175,47.166514,8.28935,490,105,1,105
"Hochdorf",2010-04-17,"GME00129634",15.1,1.2,0,"2010",4,17,-3.4,3.55,-320.015046941994,404.5,72.85,0.149999999999999,-131.665046941994,47.166514,8.28935,490,107,1,107
"Hochdorf",2011-04-08,"GME00129634",20.7,5.4,0,"2011",4,8,-1.3,6.35,-303.149803267754,344.5,118.5,5.05,-72.6998032677544,47.166514,8.28935,490,98,1,98
"Hochdorf",2012-04-11,"GME00129634",8.6,-0.7,0.1,"2012",4,11,-3.67634408602151,0.3,-390.264428336146,451.7,117.5,-3.37634408602151,-123.364428336146,47.166514,8.28935,490,102,1,102
"Hochdorf",2013-04-24,"GME00129634",19.6,1.8,0,"2013",4,24,-3.1,5.8,-282.132649721153,555.8,73.85,2.7,-94.2826497211534,47.166514,8.28935,490,114,1,114
"Hochdorf",2014-04-11,"GME00129634",19.8,0.5,0,"2014",4,11,-3.75,5.9,-366.471663675374,344.1,140.8,2.15,-97.8716636753736,47.166514,8.28935,490,101,1,101
"Hochdorf",2015-04-13,"GME00129634",18.4,1.1,0,"2015",4,13,-3.45,5.2,-322.359064819443,462.4,91.25,1.75,-56.3590648194434,47.166514,8.28935,490,103,1,103
"Hochdorf",2016-04-12,"GME00129634",15.9,6.2,5.2,"2016",4,12,-0.9,3.95,-370.194283685606,415.2,89.05,3.05,-129.444283685606,47.166514,8.28935,490,103,1,103
"Hochdorf",2017-04-05,"GME00129634",14.9,1.4,0,"2017",4,5,-3.3,3.45,-333.140564724616,259.1,121.7,0.15,-127.990564724616,47.166514,8.28935,490,95,1,95
"Hochdorf",2018-04-18,"GME00129634",22.1,4,0,"2018",4,18,-2,7.05,-349.80181373579,543.8,115.25,5.05,-87.8018137357904,47.166514,8.28935,490,108,1,108
"Jegenstorf II",2008-04-26,"FRM00007299",20,2.9,0,"2008",4,26,-2.55,6,-411.734285402567,329.3,202.6,3.45,8.61571459743347,47.049108,7.507072,525,117,1,117
"Jegenstorf II",2010-04-19,"FRM00007299",21.7,6.3,0,"2010",4,19,-0.850000000000001,6.85,-336.304597784985,363.9,203.45,6,134.545402215015,47.049108,7.507072,525,109,1,109
"Jegenstorf II",2012-04-05,"FRM00007299",11.6,7.6,11.2,"2012",4,5,-0.2,1.8,-367.888545703334,231.3,167.9,1.6,62.0114542966658,47.049108,7.507072,525,96,1,96
"Jegenstorf II",2013-04-23,"FRM00007299",19.3,6.3,0,"2013",4,23,-0.850000000000001,5.65,-333.600812330124,491.7,141.65,4.8,80.149187669876,47.049108,7.507072,525,113,1,113
"Jegenstorf II",2014-04-04,"FRM00007299",18.2,8.7,0,"2014",4,4,0,5.45,-385.66177593156,378.3,245.8,5.45,160.53822406844,47.049108,7.507072,525,94,1,94
"Jegenstorf II",2015-04-19,"FRM00007299",18.4,-0.2,0,"2015",4,19,-3.9010752688172,5.2,-342.781999402976,388.2,213.2,1.2989247311828,221.068000597024,47.049108,7.507072,525,109,1,109
"Jegenstorf II",2016-04-13,"FRM00007299",15.1,6.7,8.6,"2016",4,13,-0.65,3.55,-391.180930053117,383.6,199.05,2.9,108.619069946883,47.049108,7.507072,525,104,1,104
"Jegenstorf II",2017-04-03,"FRM00007299",19.5,6.9,0,"2017",4,3,-0.549999999999999,5.75,-348.386056539448,239.3,256.9,5.2,89.3639434605524,47.049108,7.507072,525,93,1,93
"Jegenstorf II",2018-04-21,"FRM00007299",29.4,9.3,0,"2018",4,21,0,11.35,-341.346943846027,354.9,280.35,11.35,263.003056153973,47.049108,7.507072,525,111,1,111
"Laufenburg",1971-04-20,"GME00128542",21.9,8.5,0,"1971",4,20,0,7.2,-322.461210074352,384.2,123.05,7.2,-59.3112100743517,47.561031,8.063136,330,110,1,110
"Laufenburg",1972-04-19,"GME00128542",8.5,3.5,0.2,"1972",4,19,-2.25,0.25,-384.793701966927,388.2,123.75,-2,-99.3437019669268,47.561031,8.063136,330,110,1,110
"Laufenburg",1974-04-08,"GME00128542",18,1,0,"1974",4,8,-3.5,5,-362.850347843634,494.7,137.5,1.5,-129.800347843634,47.561031,8.063136,330,98,1,98
"Laufenburg",1975-04-27,"GME00128542",18.5,1.6,0,"1975",4,27,-3.2,5.25,-438.552493277981,891.3,117.85,2.05,-289.602493277981,47.561031,8.063136,330,117,1,117
"Laufenburg",1976-04-18,"GME00128542",21,4.2,0,"1976",4,18,-1.9,6.5,-348.737507372627,428.1,132.3,4.6,-123.737507372627,47.561031,8.063136,330,109,1,109
"Laufenburg",1977-04-05,"GME00128542",10.4,3.6,0,"1977",4,5,-2.2,1.2,-255.127646148905,700.6,108.4,-1,-3.27764614890514,47.561031,8.063136,330,95,1,95
"Laufenburg",1978-04-27,"GME00128542",11.4,8.2,22.3,"1978",4,27,0,1.8,-332.290033085882,692.2,115.55,1.8,-31.8400330858822,47.561031,8.063136,330,117,1,117
"Laufenburg",1979-04-23,"GME00128542",11.1,7.4,22.4,"1979",4,23,-0.3,1.55,-351.565954077738,744.1,94.9,1.25,-146.215954077738,47.561031,8.063136,330,113,1,113
"Laufenburg",1980-04-27,"GME00128542",10.6,4.2,0,"1980",4,27,-1.9,1.3,-378.139619276719,664.3,93.55,-0.600000000000001,-111.789619276719,47.561031,8.063136,330,118,1,118
"Laufenburg",1981-04-12,"GME00128542",23.8,12.2,0,"1981",4,12,0,10,-223.056320320821,690.7,139.95,10,27.5436796791792,47.561031,8.063136,330,102,1,102
"Laufenburg",1982-04-24,"GME00128542",9.4,3.3,0,"1982",4,24,-2.35,0.7,-366.508667025136,944.3,107.05,-1.65,-128.308667025136,47.561031,8.063136,330,114,1,114
"Laufenburg",1983-04-21,"GME00128542",23.3,10,1.9,"1983",4,21,0,8.65,-329.395539269868,921.4,108.75,8.65,-88.345539269868,47.561031,8.063136,330,111,1,111
"Laufenburg",1984-04-27,"GME00128542",18.2,4.4,0,"1984",4,27,-1.8,5.1,-346.647287443407,639.5,115.6,3.3,-80.1972874434068,47.561031,8.063136,330,118,1,118
"Laufenburg",1985-04-21,"GME00128542",23.5,5.5,0,"1985",4,21,-1.25,7.75,-330.198971525605,525.6,104.7,6.5,-78.4489715256054,47.561031,8.063136,330,111,1,111
"Laufenburg",1987-04-27,"GME00128542",18.4,8.6,0,"1987",4,27,0,5.5,-315.633988762231,632.8,130.15,5.5,-13.433988762231,47.561031,8.063136,330,117,1,117
"Laufenburg",1988-04-22,"GME00128542",20.3,3.6,0,"1988",4,22,-2.2,6.15,-336.430723173998,763.4,103.2,3.95,-85.2307231739978,47.561031,8.063136,330,113,1,113
"Laufenburg",1989-04-04,"GME00128542",9.9,5.7,7.1,"1989",4,4,-1.15,0.95,-312.183692598709,580.4,107.15,-0.2,-59.7336925987092,47.561031,8.063136,330,94,1,94
"Laufenburg",1990-03-24,"GME00128542",16.2,0.4,4.8,"1990",3,24,-3.8,4.1,-294.182078554733,440.5,144.2,0.300000000000001,33.2679214452667,47.561031,8.063136,330,83,1,83
"Laufenburg",1991-04-13,"GME00128542",18.4,3.4,3.3,"1991",4,13,-2.3,5.2,-267.849196242346,660.3,133.55,2.9,40.2508037576542,47.561031,8.063136,330,103,1,103
"Laufenburg",1992-04-28,"GME00128542",14.7,7.4,7.7,"1992",4,28,-0.300000000000001,3.35,-363.669576641672,730.7,162.95,3.05,-89.7695766416722,47.561031,8.063136,330,119,1,119
"Laufenburg",1993-04-19,"GME00128542",17.5,8.5,0,"1993",4,19,0,5,-342.708833354709,693.6,131.85,5,-108.808833354709,47.561031,8.063136,330,109,1,109
"Laufenburg",1994-03-31,"GME00128542",15.8,9,5.2,"1994",3,31,0,4.4,-283.472180959179,606.2,101.85,4.4,-86.2221809591791,47.561031,8.063136,330,90,1,90
"Laufenburg",1995-04-22,"GME00128542",14.5,3.4,0,"1995",4,22,-2.3,3.25,-393.761718070945,889.1,136.4,0.950000000000001,-87.2117180709446,47.561031,8.063136,330,112,1,112
"Laufenburg",1996-04-25,"GME00128542",17.1,4.7,0.8,"1996",4,25,-1.65,4.55,-273.709535363487,402.9,144.2,2.9,76.4904646365128,47.561031,8.063136,330,116,1,116
"Laufenburg",1997-04-03,"GME00128542",18.1,4.1,0.2,"1997",4,3,-1.95,5.05,-294.614506720096,549.2,139.55,3.1,-28.214506720096,47.561031,8.063136,330,93,1,93
"Laufenburg",1998-04-22,"GME00128542",21.5,3.8,0,"1998",4,22,-2.1,6.75,-386.397977301053,750.9,168.4,4.65,-73.497977301053,47.561031,8.063136,330,112,1,112
"Laufenburg",1999-04-17,"GME00128542",9.5,0.2,4.2,"1999",4,17,-3.9,0.75,-305.343137121995,902.1,116.25,-3.15,-74.1431371219952,47.561031,8.063136,330,107,1,107
